state,district,year,month,pincode,age_0_5,age_5_17,age_18_greater,total_activity,roll_3m,season,baseline_med,deviation_score,is_anomaly
Uttar Pradesh,Fatehpur,2025,7,1063220,1271,1283,86,2640,1252.6666666666667,Monsoon,609.0,3.3295081967213114,True
Uttar Pradesh,Fatehpur,2025,9,121723476,1641,1516,13,3170,2139.6666666666665,Monsoon,2640.0,0.20068156001514578,False
Uttar Pradesh,Fatehpur,2025,10,70223411,855,709,44,1608,2472.6666666666665,Festival,2640.0,-0.3907610753502461,False
Uttar Pradesh,Fatehpur,2025,11,85339260,1185,856,41,2082,2286.6666666666665,Festival,2082.0,0.0,False
Uttar Pradesh,Fatehpur,2025,12,48303143,883,514,6,1403,1697.6666666666667,Festival,1608.0,-0.127408328154133,False
Uttar Pradesh,Firozabad,2025,3,566407,93,77,21,191,191.0,Non-peak,191.0,0.0,False
Uttar Pradesh,Firozabad,2025,6,566407,1568,809,21,2398,1294.5,Monsoon,1294.5,0.8517946738710922,False
Uttar Pradesh,Firozabad,2025,7,283203,1940,1040,10,2990,1859.6666666666667,Monsoon,2398.0,0.24676948728636933,False
Uttar Pradesh,Firozabad,2025,9,103830530,1380,1269,21,2670,2686.0,Monsoon,2670.0,0.0,False
Uttar Pradesh,Firozabad,2025,10,54840710,645,532,11,1188,2282.6666666666665,Festival,2670.0,-0.5548483713964807,False
Uttar Pradesh,Firozabad,2025,11,71531188,887,670,35,1592,1816.6666666666667,Festival,1592.0,0.0,False
Uttar Pradesh,Firozabad,2025,12,43442605,737,529,5,1271,1350.3333333333333,Festival,1271.0,0.0,False
Uttar Pradesh,Gautam Buddha Nagar,2025,3,804912,175,636,72,883,883.0,Non-peak,883.0,0.0,False
Uttar Pradesh,Gautam Buddha Nagar,2025,4,807124,1192,1186,113,2491,1687.0,Non-peak,1687.0,0.476303317535545,False
Uttar Pradesh,Gautam Buddha Nagar,2025,5,402607,867,915,52,1834,1736.0,Non-peak,1834.0,0.0,False
Uttar Pradesh,Gautam Buddha Nagar,2025,6,603917,805,1017,87,1909,2078.0,Monsoon,1909.0,0.0,False
Uttar Pradesh,Gautam Buddha Nagar,2025,7,603917,1392,1633,150,3175,2306.0,Monsoon,1909.0,0.6628272251308901,False
Uttar Pradesh,Gautam Buddha Nagar,2025,9,93978121,1489,1627,54,3170,2751.333333333333,Monsoon,3170.0,0.0,False
Uttar Pradesh,Gautam Buddha Nagar,2025,10,49906705,988,725,27,1740,2695.0,Festival,3170.0,-0.4509618416903185,False
Uttar Pradesh,Gautam Buddha Nagar,2025,11,63858905,1320,1022,45,2387,2432.333333333333,Festival,2387.0,0.0,False
Uttar Pradesh,Gautam Buddha Nagar,2025,12,37788696,774,557,37,1368,1831.6666666666667,Festival,1740.0,-0.21367030442274554,False
Uttar Pradesh,Ghaziabad,2025,3,1005413,129,471,89,689,689.0,Non-peak,689.0,0.0,False
Uttar Pradesh,Ghaziabad,2025,5,603015,882,747,37,1666,1177.5,Non-peak,1177.5,0.4145099703012304,False
Uttar Pradesh,Ghaziabad,2025,6,603108,1145,1293,42,2480,1611.6666666666667,Monsoon,1666.0,0.48830233953209357,False
Uttar Pradesh,Ghaziabad,2025,7,647610,1776,1881,59,3716,2620.6666666666665,Monsoon,2480.0,0.49818621523579204,False
Uttar Pradesh,Ghaziabad,2025,9,147687028,2979,2524,71,5574,3923.3333333333335,Monsoon,3716.0,0.4998654829163304,False
Uttar Pradesh,Ghaziabad,2025,10,79870282,1473,1156,30,2659,3983.0,Festival,3716.0,-0.2843691148775895,False
Uttar Pradesh,Ghaziabad,2025,11,97756071,2356,1753,51,4160,4131.0,Festival,4160.0,0.0,False
Uttar Pradesh,Ghaziabad,2025,12,56869981,1244,868,14,2126,2981.6666666666665,Festival,2659.0,-0.20037593984962407,False
Uttar Pradesh,Ghazipur,2025,9,213526201,1772,3069,26,4867,4867.0,Monsoon,4867.0,0.0,False
Uttar Pradesh,Ghazipur,2025,10,119490544,769,1305,17,2091,3479.0,Festival,3479.0,-0.3988505747126437,False
Uttar Pradesh,Ghazipur,2025,11,153843459,1018,1636,18,2672,3210.0,Festival,2672.0,0.0,False
Uttar Pradesh,Ghazipur,2025,12,86060543,764,884,10,1658,2140.333333333333,Festival,2091.0,-0.20697896749521988,False
Uttar Pradesh,Gonda,2025,4,814318,392,260,50,702,702.0,Non-peak,702.0,0.0,False
Uttar Pradesh,Gonda,2025,7,1628314,1120,1506,96,2722,1712.0,Monsoon,1712.0,0.5896088733216579,False
Uttar Pradesh,Gonda,2025,9,214863402,2144,2479,66,4689,2704.333333333333,Monsoon,2722.0,0.7223650385604113,False
Uttar Pradesh,Gonda,2025,10,118824443,1111,1213,23,2347,3252.6666666666665,Festival,2722.0,-0.13771575468233566,False
Uttar Pradesh,Gonda,2025,11,145415473,1629,1273,24,2926,3320.6666666666665,Festival,2926.0,0.0,False
Uttar Pradesh,Gonda,2025,12,76776689,1049,763,69,1881,2384.6666666666665,Festival,2347.0,-0.19846678023850084,False
Uttar Pradesh,Gorakhpur,2025,3,273001,13,36,11,60,60.0,Non-peak,60.0,0.0,False
Uttar Pradesh,Gorakhpur,2025,4,1365047,378,727,86,1191,625.5,Non-peak,625.5,0.902633679169992,False
Uttar Pradesh,Gorakhpur,2025,5,546009,129,352,41,522,591.0,Non-peak,522.0,0.0,False
Uttar Pradesh,Gorakhpur,2025,6,819024,213,572,41,826,846.3333333333334,Monsoon,826.0,0.0,False
Uttar Pradesh,Gorakhpur,2025,7,1912063,1187,2262,130,3579,1642.3333333333333,Monsoon,826.0,3.328899637243047,True
Uttar Pradesh,Gorakhpur,2025,9,265548776,1898,3260,27,5185,3196.6666666666665,Monsoon,3579.0,0.44860335195530726,False
Uttar Pradesh,Gorakhpur,2025,10,149435436,1117,1669,52,2838,3867.3333333333335,Festival,3579.0,-0.20698324022346368,False
Uttar Pradesh,Gorakhpur,2025,11,182765633,1534,2063,29,3626,3883.0,Festival,3626.0,0.0,False
Uttar Pradesh,Gorakhpur,2025,12,95346730,985,1149,8,2142,2868.6666666666665,Festival,2838.0,-0.2451567453328637,False
Uttar Pradesh,Hamirpur,2025,9,62923833,777,584,10,1371,665.6666666666666,Monsoon,394.0,2.473417721518987,True
Uttar Pradesh,Hamirpur,2025,10,32618832,306,260,8,574,725.6666666666666,Festival,574.0,0.0,False
Uttar Pradesh,Hamirpur,2025,11,44825140,572,357,5,934,959.6666666666666,Festival,934.0,0.0,False
Uttar Pradesh,Hamirpur,2025,12,25674029,385,197,4,586,698.0,Festival,586.0,0.0,False
Uttar Pradesh,Hapur,2025,5,245101,681,450,11,1142,1142.0,Non-peak,1142.0,0.0,False
Uttar Pradesh,Hapur,2025,7,245101,1010,770,11,1791,1466.5,Monsoon,1466.5,0.2211243611584327,False
Uttar Pradesh,Hapur,2025,9,39528274,904,553,5,1462,1465.0,Monsoon,1462.0,0.0,False
Uttar Pradesh,Hapur,2025,10,23432305,554,338,2,894,1382.3333333333333,Festival,1462.0,-0.38824333561175667,False
Uttar Pradesh,Hapur,2025,11,28405692,679,366,7,1052,1136.0,Festival,1052.0,0.0,False
Uttar Pradesh,Hapur,2025,12,17857003,622,294,5,921,955.6666666666666,Festival,921.0,0.0,False
Uttar Pradesh,Hardoi,2025,6,964935,1123,1368,44,2535,2535.0,Monsoon,2535.0,0.0,False
Uttar Pradesh,Hardoi,2025,7,1205854,4089,4330,75,8494,5514.5,Monsoon,5514.5,0.540204877164355,False
Uttar Pradesh,Hardoi,2025,9,147406130,2670,2696,49,5415,5481.333333333333,Monsoon,5415.0,0.0,False
Uttar Pradesh,Hardoi,2025,10,83474003,1424,1237,53,2714,5541.0,Festival,5415.0,-0.49870753323485967,False
Uttar Pradesh,Hardoi,2025,11,103498881,1929,1741,63,3733,3954.0,Festival,3733.0,0.0,False
Uttar Pradesh,Hardoi,2025,12,55247585,1356,918,28,2302,2916.333333333333,Festival,2714.0,-0.15174953959484347,False
Uttar Pradesh,Hathras,2025,5,204101,478,319,11,808,808.0,Non-peak,808.0,0.0,False
Uttar Pradesh,Hathras,2025,6,204101,174,282,12,468,638.0,Monsoon,638.0,-0.26604068857589985,False
Uttar Pradesh,Hathras,2025,9,75475184,1017,796,16,1829,1035.0,Monsoon,808.0,1.2620519159456118,True
Uttar Pradesh,Hathras,2025,10,43382845,497,328,10,835,1044.0,Festival,835.0,0.0,False
Uttar Pradesh,Hathras,2025,11,56231745,827,503,24,1354,1339.3333333333333,Festival,1354.0,0.0,False
Uttar Pradesh,Hathras,2025,12,31418888,822,368,9,1199,1129.3333333333333,Festival,1199.0,0.0,False
Uttar Pradesh,Jalaun,2025,4,570408,221,102,26,349,349.0,Non-peak,349.0,0.0,False
Uttar Pradesh,Jalaun,2025,6,285001,228,277,16,521,435.0,Monsoon,435.0,0.19724770642201836,False
Uttar Pradesh,Jalaun,2025,9,111201191,756,986,22,1764,878.0,Monsoon,521.0,2.3812260536398466,True
Uttar Pradesh,Jalaun,2025,10,61591657,389,400,17,806,1030.3333333333333,Festival,806.0,0.0,False
Uttar Pradesh,Jalaun,2025,11,82402373,726,583,17,1326,1298.6666666666667,Festival,1326.0,0.0,False
Uttar Pradesh,Jalaun,2025,12,45905419,471,293,27,791,974.3333333333334,Festival,806.0,-0.01858736059479554,False
Uttar Pradesh,Jaunpur,2025,3,666003,70,213,51,334,334.0,Non-peak,334.0,0.0,False
Uttar Pradesh,Jaunpur,2025,4,889376,662,800,64,1526,930.0,Non-peak,930.0,0.640171858216971,False
Uttar Pradesh,Jaunpur,2025,7,445240,262,766,38,1066,975.3333333333334,Monsoon,1066.0,0.0,False
Uttar Pradesh,Jaunpur,2025,9,223377865,1516,3510,9,5035,2542.333333333333,Monsoon,1526.0,2.297969875573019,True
Uttar Pradesh,Jaunpur,2025,10,130690403,943,1942,8,2893,2998.0,Festival,2893.0,0.0,False
Uttar Pradesh,Jaunpur,2025,11,155359505,1079,1984,32,3095,3674.3333333333335,Festival,3095.0,0.0,False
Uttar Pradesh,Jaunpur,2025,12,86237785,868,1022,14,1904,2630.6666666666665,Festival,2893.0,-0.3417415342087077,False
Uttar Pradesh,Jhansi,2025,7,284304,78,76,13,167,167.0,Monsoon,167.0,0.0,False
Uttar Pradesh,Jhansi,2025,9,131875542,1477,1050,10,2537,1352.0,Monsoon,1352.0,0.8758314855875832,False
Uttar Pradesh,Jhansi,2025,10,71050868,706,401,16,1123,1275.6666666666667,Festival,1123.0,0.0,False
Uttar Pradesh,Jhansi,2025,11,100612858,1369,651,20,2040,1900.0,Festival,2040.0,0.0,False
Uttar Pradesh,Jhansi,2025,12,56272032,940,341,12,1293,1485.3333333333333,Festival,1293.0,0.0,False
Uttar Pradesh,Jyotiba Phule Nagar,2025,9,4884115,17,9,0,26,26.0,Monsoon,26.0,0.0,False
Uttar Pradesh,Jyotiba Phule Nagar,2025,10,3419072,16,3,0,19,22.5,Festival,22.5,-0.14893617021276595,False
Uttar Pradesh,Jyotiba Phule Nagar,2025,11,5128294,17,6,0,23,22.666666666666668,Festival,23.0,0.0,False
Uttar Pradesh,Jyotiba Phule Nagar,2025,12,2686218,11,5,0,16,19.33333333333333,Festival,19.0,-0.15,False
Uttar Pradesh,Kannauj,2025,7,419453,425,628,29,1082,1082.0,Monsoon,1082.0,0.0,False
Uttar Pradesh,Kannauj,2025,9,83262809,1040,1194,32,2266,1674.0,Monsoon,1674.0,0.3534328358208955,False
Uttar Pradesh,Kannauj,2025,10,45930887,444,491,15,950,1432.6666666666667,Festival,1082.0,-0.12188365650969529,False
Uttar Pradesh,Kannauj,2025,11,59982589,715,757,18,1490,1568.6666666666667,Festival,1490.0,0.0,False
Uttar Pradesh,Kannauj,2025,12,31878920,459,385,6,850,1096.6666666666667,Festival,950.0,-0.10515247108307045,False
Uttar Pradesh,Kanpur Dehat,2025,4,837120,469,364,75,908,908.0,Non-peak,908.0,0.0,False
Uttar Pradesh,Kanpur Dehat,2025,7,837113,803,1060,48,1911,1409.5,Monsoon,1409.5,0.3555476781283233,False
Uttar Pradesh,Kanpur Dehat,2025,9,90791070,1028,1043,16,2087,1635.3333333333333,Monsoon,1911.0,0.09205020920502092,False
Uttar Pradesh,Kanpur Dehat,2025,10,51879042,444,397,16,857,1618.3333333333333,Festival,1911.0,-0.551255230125523,False
Uttar Pradesh,Kanpur Dehat,2025,11,64043426,748,569,10,1327,1423.6666666666667,Festival,1327.0,0.0,False
Uttar Pradesh,Kanpur Dehat,2025,12,36252095,540,369,18,927,1037.0,Festival,927.0,0.0,False
Uttar Pradesh,Kanpur Nagar,2025,3,416002,47,138,23,208,208.0,Non-peak,208.0,0.0,False
Uttar Pradesh,Kanpur Nagar,2025,4,2500113,1405,1363,222,2990,1599.0,Non-peak,1599.0,0.869375,False
Uttar Pradesh,Kanpur Nagar,2025,5,833248,835,854,57,1746,1648.0,Non-peak,1746.0,0.0,False
Uttar Pradesh,Kanpur Nagar,2025,6,417403,347,597,39,983,1906.3333333333333,Monsoon,1746.0,-0.4367487120778477,False
Uttar Pradesh,Kanpur Nagar,2025,7,1042628,1289,1946,85,3320,2016.3333333333333,Monsoon,1746.0,0.9009730967372639,False
Uttar Pradesh,Kanpur Nagar,2025,9,205149025,2581,3142,71,5794,3365.6666666666665,Monsoon,3320.0,0.7449563384522734,False
Uttar Pradesh,Kanpur Nagar,2025,10,111124121,1436,1347,67,2850,3988.0,Festival,3320.0,-0.1415236374585968,False
Uttar Pradesh,Kanpur Nagar,2025,11,143851198,2186,2114,66,4366,4336.666666666667,Festival,4366.0,0.0,False
Uttar Pradesh,Kanpur Nagar,2025,12,76945119,1301,1105,45,2451,3222.333333333333,Festival,2850.0,-0.13995089442300948,False
Uttar Pradesh,Kasganj,2025,7,414485,1047,1168,33,2248,2248.0,Monsoon,2248.0,0.0,False
Uttar Pradesh,Kasganj,2025,9,51191359,654,653,49,1356,1802.0,Monsoon,1802.0,-0.2473655019412091,False
Uttar Pradesh,Kasganj,2025,10,32951869,388,323,32,743,1449.0,Festival,1356.0,-0.45173176123802505,False
Uttar Pradesh,Kasganj,2025,11,41863747,639,519,18,1176,1091.6666666666667,Festival,1176.0,0.0,False
Uttar Pradesh,Kasganj,2025,12,22175969,478,314,26,818,912.3333333333334,Festival,818.0,0.0,False
Uttar Pradesh,Kaushambi,2025,4,424416,133,109,25,267,267.0,Non-peak,267.0,0.0,False
Uttar Pradesh,Kaushambi,2025,7,424403,583,509,21,1113,690.0,Monsoon,690.0,0.6121562952243126,False
Uttar Pradesh,Kaushambi,2025,9,66840976,1109,1033,4,2146,1175.3333333333333,Monsoon,1113.0,0.9272890484739676,False
Uttar Pradesh,Kaushambi,2025,10,40951531,689,486,2,1177,1478.6666666666667,Festival,1177.0,0.0,False
Uttar Pradesh,Kaushambi,2025,11,48374003,1076,580,16,1672,1665.0,Festival,1672.0,0.0,False
Uttar Pradesh,Kaushambi,2025,12,26948119,766,321,1,1088,1312.3333333333333,Festival,1177.0,-0.07555178268251274,False
Uttar Pradesh,Kheri,2025,4,787315,523,548,31,1102,1102.0,Non-peak,1102.0,0.0,False
Uttar Pradesh,Kheri,2025,5,787211,832,687,33,1552,1327.0,Non-peak,1327.0,0.1694277108433735,False
Uttar Pradesh,Kheri,2025,6,786828,358,491,33,882,1178.6666666666667,Monsoon,1102.0,-0.19945602901178605,False
Uttar Pradesh,Kheri,2025,7,1837124,2068,2463,98,4629,2354.333333333333,Monsoon,1552.0,1.9813264649066322,True
Uttar Pradesh,Kheri,2025,9,179779290,2812,3982,110,6904,4138.333333333333,Monsoon,4629.0,0.49136069114470843,False
Uttar Pradesh,Kheri,2025,10,101455075,1382,1700,61,3143,4892.0,Festival,4629.0,-0.3209503239740821,False
Uttar Pradesh,Kheri,2025,11,121659820,1984,1954,58,3996,4681.0,Festival,3996.0,0.0,False
Uttar Pradesh,Kheri,2025,12,70137446,1323,1016,31,2370,3169.6666666666665,Festival,3143.0,-0.2458651399491094,False
Uttar Pradesh,Kushi Nagar,2025,7,274304,779,777,14,1570,1570.0,Monsoon,1570.0,0.0,False
Uttar Pradesh,Kushinagar,2025,5,274402,170,229,10,409,409.0,Non-peak,409.0,0.0,False
Uttar Pradesh,Kushinagar,2025,9,127853676,1561,2351,6,3918,2163.5,Monsoon,2163.5,0.8105798105798105,False
Uttar Pradesh,Kushinagar,2025,10,75449926,681,1016,2,1699,2008.6666666666667,Festival,1699.0,0.0,False
Uttar Pradesh,Kushinagar,2025,11,85878409,1169,1547,6,2722,2779.6666666666665,Festival,2722.0,0.0,False
Uttar Pradesh,Kushinagar,2025,12,49660465,868,989,6,1863,2094.6666666666665,Festival,1863.0,0.0,False
Uttar Pradesh,Kushinagar *,2025,9,274304,0,1,0,1,1.0,Monsoon,1.0,0.0,False
Uttar Pradesh,Kushinagar *,2025,10,274304,1,0,0,1,1.0,Festival,1.0,0.0,False
Uttar Pradesh,Kushinagar *,2025,11,548608,2,0,0,2,1.3333333333333333,Festival,1.0,0.5,False
Uttar Pradesh,Kushinagar *,2025,12,548609,2,0,0,2,1.6666666666666667,Festival,2.0,0.0,False
Uttar Pradesh,Lalitpur,2025,5,284404,138,71,10,219,219.0,Non-peak,219.0,0.0,False
Uttar Pradesh,Lalitpur,2025,9,69085265,1070,557,24,1651,935.0,Monsoon,935.0,0.7649572649572649,False
Uttar Pradesh,Lalitpur,2025,10,42076091,475,175,20,670,846.6666666666666,Festival,670.0,0.0,False
Uttar Pradesh,Lalitpur,2025,11,51740919,1037,326,3,1366,1229.0,Festival,1366.0,0.0,False
Uttar Pradesh,Lalitpur,2025,12,28998515,656,176,15,847,961.0,Festival,847.0,0.0,False
Uttar Pradesh,Lucknow,2025,3,226003,23,102,17,142,142.0,Non-peak,142.0,0.0,False
Uttar Pradesh,Lucknow,2025,4,1808110,1235,1253,125,2613,1377.5,Non-peak,1377.5,0.8962640551323903,False
Uttar Pradesh,Lucknow,2025,5,678016,608,560,48,1216,1323.6666666666667,Non-peak,1216.0,0.0,False
Uttar Pradesh,Lucknow,2025,6,226005,81,123,19,223,1350.6666666666667,Monsoon,1216.0,-0.8159408381265407,True
Uttar Pradesh,Lucknow,2025,7,1356041,1340,1322,88,2750,1396.3333333333333,Monsoon,1216.0,1.2604765817584223,True
Uttar Pradesh,Lucknow,2025,9,249905754,3575,2913,11,6499,3157.333333333333,Monsoon,2750.0,1.3627771719374773,True
Uttar Pradesh,Lucknow,2025,10,141700567,2405,1806,17,4228,4492.333333333333,Festival,4228.0,0.0,False
Uttar Pradesh,Lucknow,2025,11,171813542,2678,1910,108,4696,5141.0,Festival,4696.0,0.0,False
Uttar Pradesh,Lucknow,2025,12,96209402,1794,1332,21,3147,4023.6666666666665,Festival,4228.0,-0.2556159848663987,False
Uttar Pradesh,Maharajganj,2025,3,819492,54,181,47,282,282.0,Non-peak,282.0,0.0,False
Uttar Pradesh,Maharajganj,2025,4,1093076,873,977,79,1929,1105.5,Non-peak,1105.5,0.7442385901491189,False
Uttar Pradesh,Maharajganj,2025,5,819772,500,791,40,1331,1180.6666666666667,Non-peak,1331.0,0.0,False
Uttar Pradesh,Maharajganj,2025,6,546469,95,362,31,488,1249.3333333333333,Monsoon,1331.0,-0.6328828828828829,False
Uttar Pradesh,Maharajganj,2025,7,1639395,1186,2920,103,4209,2009.3333333333333,Monsoon,1331.0,2.160660660660661,True
Uttar Pradesh,Maharajganj,2025,9,113658145,1239,2556,35,3830,2842.333333333333,Monsoon,3830.0,0.0,False
Uttar Pradesh,Maharajganj,2025,10,65025508,639,1104,54,1797,3278.6666666666665,Festival,3830.0,-0.5306708431219003,False
Uttar Pradesh,Maharajganj,2025,11,77047376,916,1459,58,2433,2686.6666666666665,Festival,2433.0,0.0,False
Uttar Pradesh,Maharajganj,2025,12,42894802,630,915,27,1572,1934.0,Festival,1797.0,-0.12513904338153503,False
Uttar Pradesh,Mahoba,2025,9,42506623,699,539,5,1243,1243.0,Monsoon,1243.0,0.0,False
Uttar Pradesh,Mahoba,2025,10,25461695,336,154,4,494,868.5,Festival,868.5,-0.4307073030477286,False
Uttar Pradesh,Mahoba,2025,11,31353634,544,181,1,726,821.0,Festival,726.0,0.0,False
Uttar Pradesh,Mahoba,2025,12,17465634,400,155,2,557,592.3333333333334,Festival,557.0,0.0,False
Uttar Pradesh,Mahrajganj,2025,9,1366236,2,3,0,5,5.0,Monsoon,5.0,0.0,False
Uttar Pradesh,Mahrajganj,2025,10,1639250,3,3,0,6,5.5,Festival,5.5,0.07692307692307693,False
Uttar Pradesh,Mahrajganj,2025,11,1912562,5,2,0,7,6.0,Festival,6.0,0.14285714285714285,False
Uttar Pradesh,Mahrajganj,2025,12,273303,0,1,0,1,4.666666666666667,Festival,6.0,-0.7142857142857143,False
Uttar Pradesh,Mainpuri,2025,4,821034,348,313,46,707,707.0,Non-peak,707.0,0.0,False
Uttar Pradesh,Mainpuri,2025,6,205001,327,443,13,783,745.0,Monsoon,745.0,0.05093833780160858,False
Uttar Pradesh,Mainpuri,2025,7,616564,958,1349,56,2363,1284.3333333333333,Monsoon,783.0,2.0153061224489797,True
Uttar Pradesh,Mainpuri,2025,9,91979275,1193,1907,17,3117,2087.6666666666665,Monsoon,2363.0,0.3189509306260575,False
Uttar Pradesh,Mainpuri,2025,10,48893537,620,805,15,1440,2306.6666666666665,Festival,2363.0,-0.3904399323181049,False
Uttar Pradesh,Mainpuri,2025,11,63785058,903,1023,15,1941,2166.0,Festival,1941.0,0.0,False
Uttar Pradesh,Mainpuri,2025,12,34384957,707,643,25,1375,1585.3333333333333,Festival,1440.0,-0.04510756419153366,False
Uttar Pradesh,Mathura,2025,3,562405,39,40,42,121,121.0,Non-peak,121.0,0.0,False
Uttar Pradesh,Mathura,2025,6,834278,467,890,32,1389,755.0,Monsoon,755.0,0.8386243386243386,False
Uttar Pradesh,Mathura,2025,7,281121,133,151,10,294,601.3333333333334,Monsoon,294.0,0.0,False
Uttar Pradesh,Mathura,2025,9,175213037,1646,1798,10,3454,1712.3333333333333,Monsoon,1389.0,1.485611510791367,True
Uttar Pradesh,Mathura,2025,10,102934218,943,932,12,1887,1878.3333333333333,Festival,1887.0,0.0,False
Uttar Pradesh,Mathura,2025,11,125994893,1497,1258,17,2772,2704.333333333333,Festival,2772.0,0.0,False
Uttar Pradesh,Mathura,2025,12,71997773,1126,697,6,1829,2162.6666666666665,Festival,1887.0,-0.03072033898305085,False
Uttar Pradesh,Mau,2025,9,127458507,963,2152,14,3129,3129.0,Monsoon,3129.0,0.0,False
Uttar Pradesh,Mau,2025,10,76463656,524,1086,12,1622,2375.5,Festival,2375.5,-0.31706290763728173,False
Uttar Pradesh,Mau,2025,11,90810160,666,1134,14,1814,2188.333333333333,Festival,1814.0,0.0,False
Uttar Pradesh,Mau,2025,12,50521054,437,570,7,1014,1483.3333333333333,Festival,1622.0,-0.37461491065927294,False
Uttar Pradesh,Meerut,2025,4,500003,1370,650,33,2053,2053.0,Non-peak,2053.0,0.0,False
Uttar Pradesh,Meerut,2025,5,500003,1663,1146,38,2847,2450.0,Non-peak,2450.0,0.16197470420236637,False
Uttar Pradesh,Meerut,2025,6,245206,79,168,10,257,1719.0,Monsoon,2053.0,-0.8743914313534566,True
Uttar Pradesh,Meerut,2025,7,1000689,2293,1831,60,4184,2429.333333333333,Monsoon,2847.0,0.46945224719101125,False
Uttar Pradesh,Meerut,2025,9,136251336,2889,2090,20,4999,3146.6666666666665,Monsoon,4184.0,0.19474313022700118,False
Uttar Pradesh,Meerut,2025,10,79743584,1952,1325,32,3309,4164.0,Festival,4184.0,-0.20908004778972522,False
Uttar Pradesh,Meerut,2025,11,95500122,2600,1574,41,4215,4174.333333333333,Festival,4215.0,0.0,False
Uttar Pradesh,Meerut,2025,12,53999188,1331,814,18,2163,3229.0,Festival,3309.0,-0.34622356495468276,False
Uttar Pradesh,Mirzapur,2025,9,85344674,1387,1782,1,3170,3170.0,Monsoon,3170.0,0.0,False
Uttar Pradesh,Mirzapur,2025,10,47645005,626,726,2,1354,2262.0,Festival,2262.0,-0.40123729562527616,False
Uttar Pradesh,Mirzapur,2025,11,58284774,909,1046,4,1959,2161.0,Festival,1959.0,0.0,False
Uttar Pradesh,Mirzapur,2025,12,33074479,614,547,1,1162,1491.6666666666667,Festival,1354.0,-0.14169741697416974,False
Uttar Pradesh,Moradabad,2025,4,244001,1519,510,15,2044,2044.0,Non-peak,2044.0,0.0,False
Uttar Pradesh,Moradabad,2025,5,244001,1673,793,79,2545,2294.5,Non-peak,2294.5,0.10912655194946634,False
Uttar Pradesh,Moradabad,2025,6,244001,1067,731,28,1826,2138.333333333333,Monsoon,2044.0,-0.10660146699266504,False
Uttar Pradesh,Moradabad,2025,7,488412,2722,1295,34,4051,2807.333333333333,Monsoon,2545.0,0.591516103692066,False
Uttar Pradesh,Moradabad,2025,9,91339720,2568,1027,19,3614,3163.6666666666665,Monsoon,3614.0,0.0,False
Uttar Pradesh,Moradabad,2025,10,51394837,1677,579,9,2265,3310.0,Festival,3614.0,-0.3731673582295989,False
Uttar Pradesh,Moradabad,2025,11,63151272,2710,780,22,3512,3130.333333333333,Festival,3512.0,0.0,False
Uttar Pradesh,Moradabad,2025,12,36943652,1260,416,12,1688,2488.333333333333,Festival,2265.0,-0.2546337157987643,False
Uttar Pradesh,Muzaffarnagar,2025,4,502003,680,308,27,1015,1015.0,Non-peak,1015.0,0.0,False
Uttar Pradesh,Muzaffarnagar,2025,7,502003,1025,604,32,1661,1338.0,Monsoon,1338.0,0.24122479462285287,False
Uttar Pradesh,Muzaffarnagar,2025,9,129445803,1794,1196,3,2993,1889.6666666666667,Monsoon,1661.0,0.8014440433212996,False
Uttar Pradesh,Muzaffarnagar,2025,10,79504914,1211,898,35,2144,2266.0,Festival,2144.0,0.0,False
Uttar Pradesh,Muzaffarnagar,2025,11,98292688,1667,1146,14,2827,2654.6666666666665,Festival,2827.0,0.0,False
Uttar Pradesh,Muzaffarnagar,2025,12,51410686,873,423,13,1309,2093.333333333333,Festival,2144.0,-0.38927738927738925,False
Uttar Pradesh,Pilibhit,2025,4,262122,598,260,20,878,878.0,Non-peak,878.0,0.0,False
Uttar Pradesh,Pilibhit,2025,5,524123,1367,640,21,2028,1453.0,Non-peak,1453.0,0.3954607977991747,False
Uttar Pradesh,Pilibhit,2025,6,524202,1026,628,25,1679,1528.3333333333333,Monsoon,1679.0,0.0,False
Uttar Pradesh,Pilibhit,2025,7,524123,1622,1108,36,2766,2157.6666666666665,Monsoon,2028.0,0.3637259733859044,False
Uttar Pradesh,Pilibhit,2025,9,55316714,1483,800,22,2305,2250.0,Monsoon,2305.0,0.0,False
Uttar Pradesh,Pilibhit,2025,10,31984018,720,438,32,1190,2087.0,Festival,2305.0,-0.4835212489158716,False
Uttar Pradesh,Pilibhit,2025,11,38800853,1155,521,37,1713,1736.0,Festival,1713.0,0.0,False
Uttar Pradesh,Pilibhit,2025,12,22808418,820,236,20,1076,1326.3333333333333,Festival,1190.0,-0.09571788413098237,False
Uttar Pradesh,Pratapgarh,2025,9,198180092,2127,1927,11,4065,1887.3333333333333,Monsoon,930.0,3.36734693877551,True
Uttar Pradesh,Pratapgarh,2025,10,115552698,1291,1004,23,2318,2350.0,Festival,2318.0,0.0,False
Uttar Pradesh,Pratapgarh,2025,11,138111459,1473,878,2,2353,2912.0,Festival,2353.0,0.0,False
Uttar Pradesh,Pratapgarh,2025,12,77570036,975,577,20,1572,2081.0,Festival,2318.0,-0.3216903837861147,False
Uttar Pradesh,Prayagraj,2025,5,211003,23,45,19,87,87.0,Non-peak,87.0,0.0,False
Uttar Pradesh,Prayagraj,2025,7,432508,503,540,23,1066,576.5,Monsoon,576.5,0.8476190476190476,False
