state,district,year,month,pincode,age_0_5,age_5_17,age_18_greater,total_activity,roll_3m,season
Uttar Pradesh,Gorakhpur,2025,5,546009,129,352,41,522,591.0,Non-peak
Uttar Pradesh,Gorakhpur,2025,6,819024,213,572,41,826,846.3333333333334,Monsoon
Uttar Pradesh,Gorakhpur,2025,7,1912063,1187,2262,130,3579,1642.3333333333333,Monsoon
Uttar Pradesh,Gorakhpur,2025,9,265548776,1898,3260,27,5185,3196.6666666666665,Monsoon
Uttar Pradesh,Gorakhpur,2025,10,149435436,1117,1669,52,2838,3867.3333333333335,Festival
Uttar Pradesh,Gorakhpur,2025,11,182765633,1534,2063,29,3626,3883.0,Festival
Uttar Pradesh,Gorakhpur,2025,12,95346730,985,1149,8,2142,2868.6666666666665,Festival
Uttar Pradesh,Hamirpur,2025,9,62923833,777,584,10,1371,665.6666666666666,Monsoon
Uttar Pradesh,Hamirpur,2025,10,32618832,306,260,8,574,725.6666666666666,Festival
Uttar Pradesh,Hamirpur,2025,11,44825140,572,357,5,934,959.6666666666666,Festival
Uttar Pradesh,Hamirpur,2025,12,25674029,385,197,4,586,698.0,Festival
Uttar Pradesh,Hapur,2025,5,245101,681,450,11,1142,1142.0,Non-peak
Uttar Pradesh,Hapur,2025,7,245101,1010,770,11,1791,1466.5,Monsoon
Uttar Pradesh,Hapur,2025,9,39528274,904,553,5,1462,1465.0,Monsoon
Uttar Pradesh,Hapur,2025,10,23432305,554,338,2,894,1382.3333333333333,Festival
Uttar Pradesh,Hapur,2025,11,28405692,679,366,7,1052,1136.0,Festival
Uttar Pradesh,Hapur,2025,12,17857003,622,294,5,921,955.6666666666666,Festival
Uttar Pradesh,Hardoi,2025,6,964935,1123,1368,44,2535,2535.0,Monsoon
Uttar Pradesh,Hardoi,2025,7,1205854,4089,4330,75,8494,5514.5,Monsoon
Uttar Pradesh,Hardoi,2025,9,147406130,2670,2696,49,5415,5481.333333333333,Monsoon
Uttar Pradesh,Hardoi,2025,10,83474003,1424,1237,53,2714,5541.0,Festival
Uttar Pradesh,Hardoi,2025,11,103498881,1929,1741,63,3733,3954.0,Festival
Uttar Pradesh,Hardoi,2025,12,55247585,1356,918,28,2302,2916.3333333333335,Festival
Uttar Pradesh,Hathras,2025,5,204101,478,319,11,808,808.0,Non-peak
Uttar Pradesh,Hathras,2025,6,204101,174,282,12,468,638.0,Monsoon
Uttar Pradesh,Hathras,2025,9,75475184,1017,796,16,1829,1035.0,Monsoon
Uttar Pradesh,Hathras,2025,10,43382845,497,328,10,835,1044.0,Festival
Uttar Pradesh,Hathras,2025,11,56231745,827,503,24,1354,1339.3333333333333,Festival
Uttar Pradesh,Hathras,2025,12,31418888,822,368,9,1199,1129.3333333333333,Festival
Uttar Pradesh,Jalaun,2025,4,570408,221,102,26,349,349.0,Non-peak
Uttar Pradesh,Jalaun,2025,6,285001,228,277,16,521,435.0,Monsoon
Uttar Pradesh,Jalaun,2025,9,111201191,756,986,22,1764,878.0,Monsoon
Uttar Pradesh,Jalaun,2025,10,61591657,389,400,17,806,1030.3333333333333,Festival
Uttar Pradesh,Jalaun,2025,11,82402373,726,583,17,1326,1298.6666666666667,Festival
Uttar Pradesh,Jalaun,2025,12,45905419,471,293,27,791,974.3333333333334,Festival
Uttar Pradesh,Jaunpur,2025,3,666003,70,213,51,334,334.0,Non-peak
Uttar Pradesh,Jaunpur,2025,4,889376,662,800,64,1526,930.0,Non-peak
Uttar Pradesh,Jaunpur,2025,7,445240,262,766,38,1066,975.3333333333334,Monsoon
Uttar Pradesh,Jaunpur,2025,9,223377865,1516,3510,9,5035,2542.3333333333335,Monsoon
Uttar Pradesh,Jaunpur,2025,10,130690403,943,1942,8,2893,2998.0,Festival
Uttar Pradesh,Jaunpur,2025,11,155359505,1079,1984,32,3095,3674.3333333333335,Festival
Uttar Pradesh,Jaunpur,2025,12,86237785,868,1022,14,1904,2630.6666666666665,Festival
Uttar Pradesh,Jhansi,2025,7,284304,78,76,13,167,167.0,Monsoon
Uttar Pradesh,Jhansi,2025,9,131875542,1477,1050,10,2537,1352.0,Monsoon
Uttar Pradesh,Jhansi,2025,10,71050868,706,401,16,1123,1275.6666666666667,Festival
Uttar Pradesh,Jhansi,2025,11,100612858,1369,651,20,2040,1900.0,Festival
Uttar Pradesh,Jhansi,2025,12,56272032,940,341,12,1293,1485.3333333333333,Festival
Uttar Pradesh,Jyotiba Phule Nagar,2025,9,4884115,17,9,0,26,26.0,Monsoon
Uttar Pradesh,Jyotiba Phule Nagar,2025,10,3419072,16,3,0,19,22.5,Festival
Uttar Pradesh,Jyotiba Phule Nagar,2025,11,5128294,17,6,0,23,22.666666666666668,Festival
Uttar Pradesh,Jyotiba Phule Nagar,2025,12,2686218,11,5,0,16,19.333333333333332,Festival
Uttar Pradesh,Kannauj,2025,7,419453,425,628,29,1082,1082.0,Monsoon
Uttar Pradesh,Kannauj,2025,9,83262809,1040,1194,32,2266,1674.0,Monsoon
Uttar Pradesh,Kannauj,2025,10,45930887,444,491,15,950,1432.6666666666667,Festival
Uttar Pradesh,Kannauj,2025,11,59982589,715,757,18,1490,1568.6666666666667,Festival
Uttar Pradesh,Kannauj,2025,12,31878920,459,385,6,850,1096.6666666666667,Festival
Uttar Pradesh,Kanpur Dehat,2025,4,837120,469,364,75,908,908.0,Non-peak
Uttar Pradesh,Kanpur Dehat,2025,7,837113,803,1060,48,1911,1409.5,Monsoon
Uttar Pradesh,Kanpur Dehat,2025,9,90791070,1028,1043,16,2087,1635.3333333333333,Monsoon
Uttar Pradesh,Kanpur Dehat,2025,10,51879042,444,397,16,857,1618.3333333333333,Festival
Uttar Pradesh,Kanpur Dehat,2025,11,64043426,748,569,10,1327,1423.6666666666667,Festival
Uttar Pradesh,Kanpur Dehat,2025,12,36252095,540,369,18,927,1037.0,Festival
Uttar Pradesh,Kanpur Nagar,2025,3,416002,47,138,23,208,208.0,Non-peak
Uttar Pradesh,Kanpur Nagar,2025,4,2500113,1405,1363,222,2990,1599.0,Non-peak
Uttar Pradesh,Kanpur Nagar,2025,5,833248,835,854,57,1746,1648.0,Non-peak
Uttar Pradesh,Kanpur Nagar,2025,6,417403,347,597,39,983,1906.3333333333333,Monsoon
Uttar Pradesh,Kanpur Nagar,2025,7,1042628,1289,1946,85,3320,2016.3333333333333,Monsoon
Uttar Pradesh,Kanpur Nagar,2025,9,205149025,2581,3142,71,5794,3365.6666666666665,Monsoon
Uttar Pradesh,Kanpur Nagar,2025,10,111124121,1436,1347,67,2850,3988.0,Festival
Uttar Pradesh,Kanpur Nagar,2025,11,143851198,2186,2114,66,4366,4336.666666666667,Festival
Uttar Pradesh,Kanpur Nagar,2025,12,76945119,1301,1105,45,2451,3222.3333333333335,Festival
Uttar Pradesh,Kasganj,2025,7,414485,1047,1168,33,2248,2248.0,Monsoon
Uttar Pradesh,Kasganj,2025,9,51191359,654,653,49,1356,1802.0,Monsoon
Uttar Pradesh,Kasganj,2025,10,32951869,388,323,32,743,1449.0,Festival
Uttar Pradesh,Kasganj,2025,11,41863747,639,519,18,1176,1091.6666666666667,Festival
Uttar Pradesh,Kasganj,2025,12,22175969,478,314,26,818,912.3333333333334,Festival
Uttar Pradesh,Kaushambi,2025,4,424416,133,109,25,267,267.0,Non-peak
Uttar Pradesh,Kaushambi,2025,7,424403,583,509,21,1113,690.0,Monsoon
Uttar Pradesh,Kaushambi,2025,9,66840976,1109,1033,4,2146,1175.3333333333333,Monsoon
Uttar Pradesh,Kaushambi,2025,10,40951531,689,486,2,1177,1478.6666666666667,Festival
Uttar Pradesh,Kaushambi,2025,11,48374003,1076,580,16,1672,1665.0,Festival
Uttar Pradesh,Kaushambi,2025,12,26948119,766,321,1,1088,1312.3333333333333,Festival
Uttar Pradesh,Kheri,2025,4,787315,523,548,31,1102,1102.0,Non-peak
Uttar Pradesh,Kheri,2025,5,787211,832,687,33,1552,1327.0,Non-peak
Uttar Pradesh,Kheri,2025,6,786828,358,491,33,882,1178.6666666666667,Monsoon
Uttar Pradesh,Kheri,2025,7,1837124,2068,2463,98,4629,2354.3333333333335,Monsoon
Uttar Pradesh,Kheri,2025,9,179779290,2812,3982,110,6904,4138.333333333333,Monsoon
Uttar Pradesh,Kheri,2025,10,101455075,1382,1700,61,3143,4892.0,Festival
Uttar Pradesh,Kheri,2025,11,121659820,1984,1954,58,3996,4681.0,Festival
Uttar Pradesh,Kheri,2025,12,70137446,1323,1016,31,2370,3169.6666666666665,Festival
Uttar Pradesh,Kushi Nagar,2025,7,274304,779,777,14,1570,1570.0,Monsoon
Uttar Pradesh,Kushinagar,2025,5,274402,170,229,10,409,409.0,Non-peak
Uttar Pradesh,Kushinagar,2025,9,127853676,1561,2351,6,3918,2163.5,Monsoon
Uttar Pradesh,Kushinagar,2025,10,75449926,681,1016,2,1699,2008.6666666666667,Festival
Uttar Pradesh,Kushinagar,2025,11,85878409,1169,1547,6,2722,2779.6666666666665,Festival
Uttar Pradesh,Kushinagar,2025,12,49660465,868,989,6,1863,2094.6666666666665,Festival
Uttar Pradesh,Kushinagar *,2025,9,274304,0,1,0,1,1.0,Monsoon
Uttar Pradesh,Kushinagar *,2025,10,274304,1,0,0,1,1.0,Festival
Uttar Pradesh,Kushinagar *,2025,11,548608,2,0,0,2,1.3333333333333333,Festival
Uttar Pradesh,Kushinagar *,2025,12,548609,2,0,0,2,1.6666666666666667,Festival
Uttar Pradesh,Lalitpur,2025,5,284404,138,71,10,219,219.0,Non-peak
Uttar Pradesh,Lalitpur,2025,9,69085265,1070,557,24,1651,935.0,Monsoon
Uttar Pradesh,Lalitpur,2025,10,42076091,475,175,20,670,846.6666666666666,Festival
Uttar Pradesh,Lalitpur,2025,11,51740919,1037,326,3,1366,1229.0,Festival
Uttar Pradesh,Lalitpur,2025,12,28998515,656,176,15,847,961.0,Festival
Uttar Pradesh,Lucknow,2025,3,226003,23,102,17,142,142.0,Non-peak
Uttar Pradesh,Lucknow,2025,4,1808110,1235,1253,125,2613,1377.5,Non-peak
Uttar Pradesh,Lucknow,2025,5,678016,608,560,48,1216,1323.6666666666667,Non-peak
Uttar Pradesh,Lucknow,2025,6,226005,81,123,19,223,1350.6666666666667,Monsoon
Uttar Pradesh,Lucknow,2025,7,1356041,1340,1322,88,2750,1396.3333333333333,Monsoon
Uttar Pradesh,Lucknow,2025,9,249905754,3575,2913,11,6499,3157.3333333333335,Monsoon
Uttar Pradesh,Lucknow,2025,10,141700567,2405,1806,17,4228,4492.333333333333,Festival
Uttar Pradesh,Lucknow,2025,11,171813542,2678,1910,108,4696,5141.0,Festival
Uttar Pradesh,Lucknow,2025,12,96209402,1794,1332,21,3147,4023.6666666666665,Festival
Uttar Pradesh,Maharajganj,2025,3,819492,54,181,47,282,282.0,Non-peak
Uttar Pradesh,Maharajganj,2025,4,1093076,873,977,79,1929,1105.5,Non-peak
Uttar Pradesh,Maharajganj,2025,5,819772,500,791,40,1331,1180.6666666666667,Non-peak
Uttar Pradesh,Maharajganj,2025,6,546469,95,362,31,488,1249.3333333333333,Monsoon
Uttar Pradesh,Maharajganj,2025,7,1639395,1186,2920,103,4209,2009.3333333333333,Monsoon
Uttar Pradesh,Maharajganj,2025,9,113658145,1239,2556,35,3830,2842.3333333333335,Monsoon
Uttar Pradesh,Maharajganj,2025,10,65025508,639,1104,54,1797,3278.6666666666665,Festival
Uttar Pradesh,Maharajganj,2025,11,77047376,916,1459,58,2433,2686.6666666666665,Festival
Uttar Pradesh,Maharajganj,2025,12,42894802,630,915,27,1572,1934.0,Festival
Uttar Pradesh,Mahoba,2025,9,42506623,699,539,5,1243,1243.0,Monsoon
Uttar Pradesh,Mahoba,2025,10,25461695,336,154,4,494,868.5,Festival
Uttar Pradesh,Mahoba,2025,11,31353634,544,181,1,726,821.0,Festival
Uttar Pradesh,Mahoba,2025,12,17465634,400,155,2,557,592.3333333333334,Festival
Uttar Pradesh,Mahrajganj,2025,9,1366236,2,3,0,5,5.0,Monsoon
Uttar Pradesh,Mahrajganj,2025,10,1639250,3,3,0,6,5.5,Festival
Uttar Pradesh,Mahrajganj,2025,11,1912562,5,2,0,7,6.0,Festival
Uttar Pradesh,Mahrajganj,2025,12,273303,0,1,0,1,4.666666666666667,Festival
Uttar Pradesh,Mainpuri,2025,4,821034,348,313,46,707,707.0,Non-peak
Uttar Pradesh,Mainpuri,2025,6,205001,327,443,13,783,745.0,Monsoon
Uttar Pradesh,Mainpuri,2025,7,616564,958,1349,56,2363,1284.3333333333333,Monsoon
Uttar Pradesh,Mainpuri,2025,9,91979275,1193,1907,17,3117,2087.6666666666665,Monsoon
Uttar Pradesh,Mainpuri,2025,10,48893537,620,805,15,1440,2306.6666666666665,Festival
Uttar Pradesh,Mainpuri,2025,11,63785058,903,1023,15,1941,2166.0,Festival
Uttar Pradesh,Mainpuri,2025,12,34384957,707,643,25,1375,1585.3333333333333,Festival
Uttar Pradesh,Mathura,2025,3,562405,39,40,42,121,121.0,Non-peak
Uttar Pradesh,Mathura,2025,6,834278,467,890,32,1389,755.0,Monsoon
Uttar Pradesh,Mathura,2025,7,281121,133,151,10,294,601.3333333333334,Monsoon
Uttar Pradesh,Mathura,2025,9,175213037,1646,1798,10,3454,1712.3333333333333,Monsoon
Uttar Pradesh,Mathura,2025,10,102934218,943,932,12,1887,1878.3333333333333,Festival
Uttar Pradesh,Mathura,2025,11,125994893,1497,1258,17,2772,2704.3333333333335,Festival
Uttar Pradesh,Mathura,2025,12,71997773,1126,697,6,1829,2162.6666666666665,Festival
Uttar Pradesh,Mau,2025,9,127458507,963,2152,14,3129,3129.0,Monsoon
Uttar Pradesh,Mau,2025,10,76463656,524,1086,12,1622,2375.5,Festival
Uttar Pradesh,Mau,2025,11,90810160,666,1134,14,1814,2188.3333333333335,Festival
Uttar Pradesh,Mau,2025,12,50521054,437,570,7,1014,1483.3333333333333,Festival
Uttar Pradesh,Meerut,2025,4,500003,1370,650,33,2053,2053.0,Non-peak
Uttar Pradesh,Meerut,2025,5,500003,1663,1146,38,2847,2450.0,Non-peak
Uttar Pradesh,Meerut,2025,6,245206,79,168,10,257,1719.0,Monsoon
Uttar Pradesh,Meerut,2025,7,1000689,2293,1831,60,4184,2429.3333333333335,Monsoon
Uttar Pradesh,Meerut,2025,9,136251336,2889,2090,20,4999,3146.6666666666665,Monsoon
Uttar Pradesh,Meerut,2025,10,79743584,1952,1325,32,3309,4164.0,Festival
Uttar Pradesh,Meerut,2025,11,95500122,2600,1574,41,4215,4174.333333333333,Festival
Uttar Pradesh,Meerut,2025,12,53999188,1331,814,18,2163,3229.0,Festival
Uttar Pradesh,Mirzapur,2025,9,85344674,1387,1782,1,3170,3170.0,Monsoon
Uttar Pradesh,Mirzapur,2025,10,47645005,626,726,2,1354,2262.0,Festival
Uttar Pradesh,Mirzapur,2025,11,58284774,909,1046,4,1959,2161.0,Festival
Uttar Pradesh,Mirzapur,2025,12,33074479,614,547,1,1162,1491.6666666666667,Festival
Uttar Pradesh,Moradabad,2025,4,244001,1519,510,15,2044,2044.0,Non-peak
Uttar Pradesh,Moradabad,2025,5,244001,1673,793,79,2545,2294.5,Non-peak
Uttar Pradesh,Moradabad,2025,6,244001,1067,731,28,1826,2138.3333333333335,Monsoon
Uttar Pradesh,Moradabad,2025,7,488412,2722,1295,34,4051,2807.3333333333335,Monsoon
Uttar Pradesh,Moradabad,2025,9,91339720,2568,1027,19,3614,3163.6666666666665,Monsoon
Uttar Pradesh,Moradabad,2025,10,51394837,1677,579,9,2265,3310.0,Festival
Uttar Pradesh,Moradabad,2025,11,63151272,2710,780,22,3512,3130.3333333333335,Festival
Uttar Pradesh,Moradabad,2025,12,36943652,1260,416,12,1688,2488.3333333333335,Festival
Uttar Pradesh,Muzaffarnagar,2025,4,502003,680,308,27,1015,1015.0,Non-peak
Uttar Pradesh,Muzaffarnagar,2025,7,502003,1025,604,32,1661,1338.0,Monsoon
Uttar Pradesh,Muzaffarnagar,2025,9,129445803,1794,1196,3,2993,1889.6666666666667,Monsoon
Uttar Pradesh,Muzaffarnagar,2025,10,79504914,1211,898,35,2144,2266.0,Festival
Uttar Pradesh,Muzaffarnagar,2025,11,98292688,1667,1146,14,2827,2654.6666666666665,Festival
Uttar Pradesh,Muzaffarnagar,2025,12,51410686,873,423,13,1309,2093.3333333333335,Festival
Uttar Pradesh,Pilibhit,2025,4,262122,598,260,20,878,878.0,Non-peak
Uttar Pradesh,Pilibhit,2025,5,524123,1367,640,21,2028,1453.0,Non-peak
Uttar Pradesh,Pilibhit,2025,6,524202,1026,628,25,1679,1528.3333333333333,Monsoon
Uttar Pradesh,Pilibhit,2025,7,524123,1622,1108,36,2766,2157.6666666666665,Monsoon
Uttar Pradesh,Pilibhit,2025,9,55316714,1483,800,22,2305,2250.0,Monsoon
Uttar Pradesh,Pilibhit,2025,10,31984018,720,438,32,1190,2087.0,Festival
Uttar Pradesh,Pilibhit,2025,11,38800853,1155,521,37,1713,1736.0,Festival
Uttar Pradesh,Pilibhit,2025,12,22808418,820,236,20,1076,1326.3333333333333,Festival
Uttar Pradesh,Pratapgarh,2025,9,198180092,2127,1927,11,4065,1887.3333333333333,Monsoon
Uttar Pradesh,Pratapgarh,2025,10,115552698,1291,1004,23,2318,2350.0,Festival
Uttar Pradesh,Pratapgarh,2025,11,138111459,1473,878,2,2353,2912.0,Festival
Uttar Pradesh,Pratapgarh,2025,12,77570036,975,577,20,1572,2081.0,Festival
Uttar Pradesh,Prayagraj,2025,5,211003,23,45,19,87,87.0,Non-peak
Uttar Pradesh,Prayagraj,2025,7,432508,503,540,23,1066,576.5,Monsoon
Uttar Pradesh,Prayagraj,2025,9,77790237,326,249,8,583,578.6666666666666,Monsoon
Uttar Pradesh,Prayagraj,2025,10,47875191,171,147,91,409,686.0,Festival
Uttar Pradesh,Prayagraj,2025,11,58911792,240,177,36,453,481.6666666666667,Festival
Uttar Pradesh,Prayagraj,2025,12,34076916,165,97,5,267,376.3333333333333,Festival
Uttar Pradesh,Rae Bareli,2025,9,190259861,1849,1499,16,3364,3364.0,Monsoon
Uttar Pradesh,Rae Bareli,2025,10,115072736,1317,896,5,2218,2791.0,Festival
Uttar Pradesh,Rae Bareli,2025,11,137764567,1506,825,11,2342,2641.3333333333335,Festival
Uttar Pradesh,Rae Bareli,2025,12,83438555,1140,655,10,1805,2121.6666666666665,Festival
Uttar Pradesh,Raebareli,2025,9,229001,0,1,0,1,1.0,Monsoon
Uttar Pradesh,Raebareli,2025,12,229212,0,2,0,2,1.5,Festival
Uttar Pradesh,Rampur,2025,4,244901,894,333,19,1246,1246.0,Non-peak
Uttar Pradesh,Rampur,2025,5,489822,1304,700,27,2031,1638.5,Non-peak
Uttar Pradesh,Rampur,2025,6,244901,694,751,21,1466,1581.0,Monsoon
Uttar Pradesh,Rampur,2025,7,1223369,3375,2652,127,6154,3217.0,Monsoon
Uttar Pradesh,Rampur,2025,9,54197718,1741,1247,27,3015,3545.0,Monsoon
Uttar Pradesh,Rampur,2025,10,31120058,1252,690,7,1949,3706.0,Festival
Uttar Pradesh,Rampur,2025,11,37237769,1709,898,50,2657,2540.3333333333335,Festival
Uttar Pradesh,Rampur,2025,12,22061132,1082,486,24,1592,2066.0,Festival
Uttar Pradesh,Saharanpur,2025,3,247001,91,152,10,253,253.0,Non-peak
Uttar Pradesh,Saharanpur,2025,4,494342,1499,533,29,2061,1157.0,Non-peak
Uttar Pradesh,Saharanpur,2025,6,247001,929,585,14,1528,1280.6666666666667,Monsoon
Uttar Pradesh,Saharanpur,2025,7,247001,2054,852,14,2920,2169.6666666666665,Monsoon
Uttar Pradesh,Saharanpur,2025,9,111066582,2694,1165,6,3865,2771.0,Monsoon
Uttar Pradesh,Saharanpur,2025,10,66540462,1896,646,12,2554,3113.0,Festival
Uttar Pradesh,Saharanpur,2025,11,81878081,2678,868,8,3554,3324.3333333333335,Festival
Uttar Pradesh,Saharanpur,2025,12,49225514,1867,558,6,2431,2846.3333333333335,Festival
Uttar Pradesh,Sambhal,2025,7,244301,339,200,11,550,550.0,Monsoon
Uttar Pradesh,Sambhal,2025,9,90109336,1571,1476,42,3089,1819.5,Monsoon
Uttar Pradesh,Sambhal,2025,10,53279926,781,539,12,1332,1657.0,Festival
Uttar Pradesh,Sambhal,2025,11,65948627,1133,875,25,2033,2151.3333333333335,Festival
Uttar Pradesh,Sambhal,2025,12,40575000,920,726,27,1673,1679.3333333333333,Festival
Uttar Pradesh,Sant Kabir Nagar,2025,9,109684968,758,1215,5,1978,1978.0,Monsoon
Uttar Pradesh,Sant Kabir Nagar,2025,10,65865901,657,733,9,1399,1688.5,Festival
Uttar Pradesh,Sant Kabir Nagar,2025,11,82739083,793,880,20,1693,1690.0,Festival
Uttar Pradesh,Sant Kabir Nagar,2025,12,45724201,581,515,3,1099,1397.0,Festival
Uttar Pradesh,Sant Ravidas Nagar,2025,9,65518309,636,1034,1,1671,1671.0,Monsoon
Uttar Pradesh,Sant Ravidas Nagar,2025,10,41170442,411,520,1,932,1301.5,Festival
Uttar Pradesh,Sant Ravidas Nagar,2025,11,51130454,491,600,1,1092,1231.6666666666667,Festival
Uttar Pradesh,Sant Ravidas Nagar,2025,12,28774754,331,393,1,725,916.3333333333334,Festival
Uttar Pradesh,Sant Ravidas Nagar Bhadohi,2025,9,5755017,14,18,0,32,32.0,Monsoon
Uttar Pradesh,Sant Ravidas Nagar Bhadohi,2025,10,3984272,8,16,0,24,28.0,Festival
Uttar Pradesh,Sant Ravidas Nagar Bhadohi,2025,11,2656152,10,5,0,15,23.666666666666668,Festival
Uttar Pradesh,Sant Ravidas Nagar Bhadohi,2025,12,1770518,5,8,0,13,17.333333333333332,Festival
Uttar Pradesh,Shahjahanpur,2025,4,726349,1402,852,63,2317,2317.0,Non-peak
Uttar Pradesh,Shahjahanpur,2025,5,726349,1274,987,51,2312,2314.5,Non-peak
Uttar Pradesh,Shahjahanpur,2025,6,726170,736,918,55,1709,2112.6666666666665,Monsoon
Uttar Pradesh,Shahjahanpur,2025,7,1453260,4039,3765,121,7925,3982.0,Monsoon
Uttar Pradesh,Shahjahanpur,2025,9,97871497,1948,1902,57,3907,4513.666666666667,Monsoon
Uttar Pradesh,Shahjahanpur,2025,10,58384143,948,925,28,1901,4577.666666666667,Festival
Uttar Pradesh,Shahjahanpur,2025,11,72919592,1520,1161,55,2736,2848.0,Festival
Uttar Pradesh,Shahjahanpur,2025,12,36580705,944,523,17,1484,2040.3333333333333,Festival
Uttar Pradesh,Shamli,2025,4,247776,374,151,12,537,537.0,Non-peak
Uttar Pradesh,Shamli,2025,9,57848154,1407,833,6,2246,1391.5,Monsoon
Uttar Pradesh,Shamli,2025,10,36500636,1038,506,13,1557,1446.6666666666667,Festival
Uttar Pradesh,Shamli,2025,11,41459600,1678,754,11,2443,2082.0,Festival
Uttar Pradesh,Shamli,2025,12,23595101,1033,369,15,1417,1805.6666666666667,Festival
Uttar Pradesh,Shravasti,2025,6,543634,326,564,49,939,939.0,Monsoon
Uttar Pradesh,Shravasti,2025,7,543634,541,1006,49,1596,1267.5,Monsoon
Uttar Pradesh,Shrawasti,2025,4,271831,207,307,11,525,525.0,Non-peak
Uttar Pradesh,Shrawasti,2025,5,543676,279,445,28,752,638.5,Non-peak
Uttar Pradesh,Shrawasti,2025,9,70676842,524,1056,46,1626,967.6666666666666,Monsoon
Uttar Pradesh,Shrawasti,2025,10,40502916,235,429,26,690,1022.6666666666666,Festival
Uttar Pradesh,Shrawasti,2025,11,48671480,312,529,30,871,1062.3333333333333,Festival
Uttar Pradesh,Shrawasti,2025,12,25551639,259,385,9,653,738.0,Festival
Uttar Pradesh,Siddharth Nagar,2025,6,272192,103,278,12,393,393.0,Monsoon
Uttar Pradesh,Siddharth Nagar,2025,7,1361028,1500,2308,140,3948,2170.5,Monsoon
Uttar Pradesh,Siddharthnagar,2025,4,816551,804,1006,68,1878,1878.0,Non-peak
Uttar Pradesh,Siddharthnagar,2025,5,1088752,603,1073,47,1723,1800.5,Non-peak
Uttar Pradesh,Siddharthnagar,2025,9,116496783,1326,2270,130,3726,2442.3333333333335,Monsoon
Uttar Pradesh,Siddharthnagar,2025,10,69952389,541,1348,52,1941,2463.3333333333335,Festival
Uttar Pradesh,Siddharthnagar,2025,11,87916497,900,1893,68,2861,2842.6666666666665,Festival
Uttar Pradesh,Siddharthnagar,2025,12,52532181,701,1149,34,1884,2228.6666666666665,Festival
Uttar Pradesh,Sitapur,2025,4,1306021,1928,1053,87,3068,3068.0,Non-peak
Uttar Pradesh,Sitapur,2025,5,522406,802,540,31,1373,2220.5,Non-peak
Uttar Pradesh,Sitapur,2025,6,1305956,998,1134,87,2219,2220.0,Monsoon
Uttar Pradesh,Sitapur,2025,7,2089625,4236,3712,168,8116,3902.6666666666665,Monsoon
Uttar Pradesh,Sitapur,2025,9,169531750,3166,3284,102,6552,5629.0,Monsoon
Uttar Pradesh,Sitapur,2025,10,95082736,1306,1262,107,2675,5781.0,Festival
Uttar Pradesh,Sitapur,2025,11,111541068,2013,1695,131,3839,4355.333333333333,Festival
Uttar Pradesh,Sitapur,2025,12,67918073,1788,1189,35,3012,3175.3333333333335,Festival
Uttar Pradesh,Sonbhadra,2025,9,89037085,1322,963,5,2290,2290.0,Monsoon
Uttar Pradesh,Sonbhadra,2025,10,48099899,441,289,4,734,1512.0,Festival
Uttar Pradesh,Sonbhadra,2025,11,59429389,724,506,4,1234,1419.3333333333333,Festival
Uttar Pradesh,Sonbhadra,2025,12,30525403,511,265,0,776,914.6666666666666,Festival
Uttar Pradesh,Sultanpur,2025,4,228001,262,195,23,480,480.0,Non-peak
Uttar Pradesh,Sultanpur,2025,5,228001,209,205,10,424,452.0,Non-peak
Uttar Pradesh,Sultanpur,2025,6,228001,130,223,10,363,422.3333333333333,Monsoon
Uttar Pradesh,Sultanpur,2025,7,450303,471,652,41,1164,650.3333333333334,Monsoon
Uttar Pradesh,Sultanpur,2025,9,150290038,1472,2058,15,3545,1690.6666666666667,Monsoon
Uttar Pradesh,Sultanpur,2025,10,92539091,1018,1037,23,2078,2262.3333333333335,Festival
Uttar Pradesh,Sultanpur,2025,11,108025017,1199,947,9,2155,2592.6666666666665,Festival
Uttar Pradesh,Sultanpur,2025,12,57530827,704,520,1,1225,1819.3333333333333,Festival
Uttar Pradesh,Unnao,2025,3,419622,34,136,33,203,203.0,Non-peak
Uttar Pradesh,Unnao,2025,4,419662,937,547,30,1514,858.5,Non-peak
Uttar Pradesh,Unnao,2025,5,419662,865,726,37,1628,1115.0,Non-peak
Uttar Pradesh,Unnao,2025,6,419622,497,892,57,1446,1529.3333333333333,Monsoon
Uttar Pradesh,Unnao,2025,7,661165,1408,1887,49,3344,2139.3333333333335,Monsoon
Uttar Pradesh,Unnao,2025,9,121738059,1789,1863,74,3726,2838.6666666666665,Monsoon
Uttar Pradesh,Unnao,2025,10,69936315,952,1014,25,1991,3020.3333333333335,Festival
Uttar Pradesh,Unnao,2025,11,88395484,2384,1063,50,3497,3071.3333333333335,Festival
Uttar Pradesh,Unnao,2025,12,48501136,972,815,12,1799,2429.0,Festival
Uttar Pradesh,Varanasi,2025,4,663014,527,733,81,1341,1341.0,Non-peak
Uttar Pradesh,Varanasi,2025,5,442108,574,849,23,1446,1393.5,Non-peak
Uttar Pradesh,Varanasi,2025,6,221001,297,602,15,914,1233.6666666666667,Monsoon
Uttar Pradesh,Varanasi,2025,7,2431569,2392,3993,268,6653,3004.3333333333335,Monsoon
Uttar Pradesh,Varanasi,2025,9,178504250,1948,3218,16,5182,4249.666666666667,Monsoon
Uttar Pradesh,Varanasi,2025,10,97524817,1157,1423,6,2586,4807.0,Festival
Uttar Pradesh,Varanasi,2025,11,123206996,1496,1703,20,3219,3662.3333333333335,Festival
